qseqid	sseqid	qstart	qend	sstart	send	evalue	bitscore	pident	qcovs	slen	qlen	q_perc_aligned	overlapped_bases	coverage_percentage	bases_covered
23_R	CP052499.1	1	19616	79642	99257	0.0	35371.0	99.995	100	233093	19616	1.0	0	84.54	197055.0
24_R	CP052499.1	1	17994	100647	118641	0.0	32444.0	99.994	100	233093	17994	1.0	0	84.54	197055.0
56_R	CP052499.1	1	418	119014	119431	0.0	750.0	99.761	100	233093	418	1.0	0	84.54	197055.0
30_R	CP052499.1	1	4881	120372	125252	0.0	8803.0	100.0	100	233093	4881	1.0	0	84.54	197055.0
27_R	CP052499.1	1	8792	128890	137681	0.0	15851.0	99.989	100	233093	8792	1.0	0	84.54	197055.0
26_R	CP052499.1	1	13480	146989	160468	0.0	24310.0	100.0	100	233093	13480	1.0	0	84.54	197055.0
28_R	CP052499.1	1	6727	161289	168015	0.0	12132.0	100.0	100	233093	6727	1.0	0	84.54	197055.0
15	CP052499.1	68	64708	168453	233093	0.0	116600.0	99.997	83	233093	78036	0.8283484545594341	0	84.54	197055.0
56_R	CP052506.1	2	417	5259	5674	0.0	746.0	99.76	99	192686	418	0.9952153110047848	0	82.27	158532.0
42_R	CP052506.1	1	1432	14097	15528	0.0	2583.0	100.0	100	192686	1432	1.0	0	82.27	158532.0
19	CP052506.1	1	34901	15967	50867	0.0	62699.0	99.845	91	192686	38393	0.9090459198291356	0	82.27	158532.0
38	CP052506.1	1	2030	54498	56527	0.0	3644.0	99.803	100	192686	2030	1.0	0	82.27	158532.0
22_R	CP052506.1	1	21725	56528	78252	0.0	39179.0	100.0	100	192686	21725	1.0	0	82.27	158532.0
27_R	CP052506.1	1	8792	79635	88426	0.0	15851.0	99.989	100	192686	8792	1.0	0	82.27	158532.0
26_R	CP052506.1	1	13480	97734	111213	0.0	24310.0	100.0	100	192686	13480	1.0	0	82.27	158532.0
28_R	CP052506.1	1	6727	112034	118760	0.0	12132.0	100.0	100	192686	6727	1.0	0	82.27	158532.0
32_R	CP052506.1	1	4388	123019	127406	0.0	7914.0	100.0	100	192686	4388	1.0	0	82.27	158532.0
15	CP052506.1	68	64708	128046	192686	0.0	116600.0	99.997	83	192686	78036	0.8283484545594341	0	82.27	158532.0
56_R	CP052586.1	2	418	5259	5675	0.0	748.0	99.76	99	247472	418	0.9976076555023924	0	82.3	203676.0
42_R	CP052586.1	1	1432	14097	15528	0.0	2583.0	100.0	100	247472	1432	1.0	0	82.3	203676.0
19	CP052586.1	1	34901	15967	50867	0.0	62703.0	99.848	91	247472	38393	0.9090459198291356	0	82.3	203676.0
38	CP052586.1	1	2030	54498	56527	0.0	3644.0	99.803	100	247472	2030	1.0	0	82.3	203676.0
22_R	CP052586.1	1	21725	56528	78252	0.0	39179.0	100.0	100	247472	21725	1.0	0	82.3	203676.0
23_R	CP052586.1	1	19616	79642	99257	0.0	35376.0	100.0	100	247472	19616	1.0	0	82.3	203676.0
24_R	CP052586.1	1	17994	100647	118641	0.0	32444.0	99.994	100	247472	17994	1.0	0	82.3	203676.0
56_R	CP052586.1	2	418	119015	119431	0.0	748.0	99.76	99	247472	418	0.9976076555023924	0	82.3	203676.0
30_R	CP052586.1	1	4881	120372	125252	0.0	8803.0	100.0	100	247472	4881	1.0	0	82.3	203676.0
35	CP052586.1	1	3881	126074	129954	0.0	7000.0	100.0	100	247472	3881	1.0	0	82.3	203676.0
27_R	CP052586.1	1	7143	133591	140733	0.0	12882.0	100.0	81	247472	8792	0.8124431301182894	0	82.3	203676.0
28_R	CP052586.1	1	6727	141554	148280	0.0	12132.0	100.0	100	247472	6727	1.0	0	82.3	203676.0
32	CP052586.1	1	4388	154398	158785	0.0	7914.0	100.0	100	247472	4388	1.0	0	82.3	203676.0
26_R	CP052586.1	1	13480	168913	182392	0.0	24310.0	100.0	100	247472	13480	1.0	0	82.3	203676.0
15	CP052586.1	68	64708	182830	247472	0.0	116500.0	99.989	83	247472	78036	0.8283484545594341	0	82.3	203676.0
44	CP060657.1	1	1224	188	1412	0.0	2039.0	96.98	100	3076	1224	1.0	0	93.34	2871.0
43_R	CP060657.1	2	1234	1415	2651	0.0	2090.0	97.577	99	3076	1234	0.9991896272285252	0	93.34	2871.0
72	CP060657.1	5	212	2657	2864	3.38e-80	304.0	92.308	98	3076	212	0.981132075471698	0	93.34	2871.0
76_R	CP060657.1	1	191	2875	3075	8.02e-75	287.0	91.045	100	3076	191	1.0	0	93.34	2871.0
58_R	CP067449.1	1	372	4886	5257	0.0	672.0	100.0	100	236720	372	1.0	0	82.91	196254.0
56_R	CP067449.1	2	417	5259	5674	0.0	746.0	99.76	100	236720	418	0.9952153110047848	0	82.91	196254.0
53	CP067449.1	1	438	13391	13828	0.0	791.0	100.0	100	236720	438	1.0	0	82.91	196254.0
65_R	CP067449.1	1	267	13829	14095	7.959999999999996e-134	482.0	100.0	100	236720	267	1.0	0	82.91	196254.0
42_R	CP067449.1	1	1432	14096	15527	0.0	2583.0	100.0	100	236720	1432	1.0	0	82.91	196254.0
53_R	CP067449.1	1	438	15528	15965	0.0	791.0	100.0	100	236720	438	1.0	0	82.91	196254.0
19	CP067449.1	1	34901	15966	50866	0.0	62703.0	99.848	91	236720	38393	0.9090459198291356	0	82.91	196254.0
38	CP067449.1	1	2030	54497	56526	0.0	3644.0	99.803	100	236720	2030	1.0	0	82.91	196254.0
22_R	CP067449.1	1	21725	56527	78251	0.0	39179.0	100.0	100	236720	21725	1.0	0	82.91	196254.0
23	CP067449.1	1	19616	79641	99256	0.0	35376.0	100.0	100	236720	19616	1.0	0	82.91	196254.0
24_R	CP067449.1	1	17994	100646	118640	0.0	32444.0	99.994	100	236720	17994	1.0	0	82.91	196254.0
58_R	CP067449.1	1	372	118641	119012	0.0	672.0	100.0	100	236720	372	1.0	0	82.91	196254.0
56_R	CP067449.1	1	418	119013	119430	0.0	755.0	100.0	100	236720	418	1.0	0	82.91	196254.0
65	CP067449.1	1	267	119594	119860	7.959999999999996e-134	482.0	100.0	100	236720	267	1.0	0	82.91	196254.0
53_R	CP067449.1	1	438	119861	120298	0.0	791.0	100.0	100	236720	438	1.0	0	82.91	196254.0
30_R	CP067449.1	1	4881	120371	125251	0.0	8803.0	100.0	100	236720	4881	1.0	0	82.91	196254.0
35	CP067449.1	1	3881	126073	129953	0.0	7000.0	100.0	100	236720	3881	1.0	0	82.91	196254.0
41	CP067449.1	1	1475	130774	132248	0.0	2661.0	100.0	100	236720	1475	1.0	0	82.91	196254.0
27_R	CP067449.1	1	8792	133590	142381	0.0	15851.0	99.989	100	236720	8792	1.0	0	82.91	196254.0
26	CP067449.1	1	8011	148683	156693	0.0	14443.0	99.988	59	236720	13480	0.5942878338278932	0	82.91	196254.0
36_R	CP067449.1	1	2186	157511	159696	0.0	3943.0	100.0	100	236720	2186	1.0	0	82.91	196254.0
32_R	CP067449.1	1	4388	166818	171205	0.0	7914.0	100.0	100	236720	4388	1.0	0	82.91	196254.0
15	CP067449.1	1	61516	172229	233743	0.0	110800.0	99.937	79	236720	78036	0.788302834589164	0	82.91	196254.0
58_R	CP067475.1	1	372	4886	5257	0.0	672.0	100.0	100	216181	372	1.0	0	85.05	183855.0
56_R	CP067475.1	2	417	5259	5674	0.0	746.0	99.76	100	216181	418	0.9952153110047848	0	85.05	183855.0
53	CP067475.1	1	438	13391	13828	0.0	791.0	100.0	100	216181	438	1.0	0	85.05	183855.0
65_R	CP067475.1	1	267	13829	14095	7.959999999999996e-134	482.0	100.0	100	216181	267	1.0	0	85.05	183855.0
42_R	CP067475.1	1	1432	14096	15527	0.0	2583.0	100.0	100	216181	1432	1.0	0	85.05	183855.0
53_R	CP067475.1	1	438	15528	15965	0.0	791.0	100.0	100	216181	438	1.0	0	85.05	183855.0
19	CP067475.1	1	34901	15966	50866	0.0	62703.0	99.848	91	216181	38393	0.9090459198291356	0	85.05	183855.0
38	CP067475.1	1	2030	54497	56526	0.0	3644.0	99.803	100	216181	2030	1.0	0	85.05	183855.0
22_R	CP067475.1	1	21725	56527	78251	0.0	39179.0	100.0	100	216181	21725	1.0	0	85.05	183855.0
23	CP067475.1	1	19616	79641	99256	0.0	35376.0	100.0	100	216181	19616	1.0	0	85.05	183855.0
24_R	CP067475.1	1	17994	100646	118640	0.0	32444.0	99.994	100	216181	17994	1.0	0	85.05	183855.0
58_R	CP067475.1	1	372	118641	119012	0.0	672.0	100.0	100	216181	372	1.0	0	85.05	183855.0
56_R	CP067475.1	1	418	119013	119430	0.0	755.0	100.0	100	216181	418	1.0	0	85.05	183855.0
65	CP067475.1	1	267	119594	119860	7.959999999999996e-134	482.0	100.0	100	216181	267	1.0	0	85.05	183855.0
53_R	CP067475.1	1	438	119861	120298	0.0	791.0	100.0	100	216181	438	1.0	0	85.05	183855.0
30_R	CP067475.1	1	4881	120371	125251	0.0	8803.0	100.0	100	216181	4881	1.0	0	85.05	183855.0
35	CP067475.1	1	3881	126073	129953	0.0	7000.0	100.0	100	216181	3881	1.0	0	85.05	183855.0
41	CP067475.1	1	1475	130774	132248	0.0	2661.0	100.0	100	216181	1475	1.0	0	85.05	183855.0
27_R	CP067475.1	1	8792	133590	142381	0.0	15851.0	99.989	100	216181	8792	1.0	0	85.05	183855.0
36	CP067475.1	1	2186	148683	150868	0.0	3943.0	100.0	100	216181	2186	1.0	0	85.05	183855.0
15	CP067475.1	1	61516	151690	213204	0.0	110800.0	99.951	79	216181	78036	0.788302834589164	0	85.05	183855.0
58_R	CP067661.1	1	372	4886	5257	0.0	672.0	100.0	100	244458	372	1.0	0	82.96	202808.0
56_R	CP067661.1	2	417	5259	5674	0.0	746.0	99.76	100	244458	418	0.9952153110047848	0	82.96	202808.0
53	CP067661.1	1	438	13392	13829	0.0	791.0	100.0	100	244458	438	1.0	0	82.96	202808.0
65_R	CP067661.1	1	267	13830	14096	7.959999999999996e-134	482.0	100.0	100	244458	267	1.0	0	82.96	202808.0
42_R	CP067661.1	1	1432	14097	15528	0.0	2583.0	100.0	100	244458	1432	1.0	0	82.96	202808.0
53_R	CP067661.1	1	438	15529	15966	0.0	791.0	100.0	100	244458	438	1.0	0	82.96	202808.0
19	CP067661.1	1	34901	15967	50867	0.0	62703.0	99.848	91	244458	38393	0.9090459198291356	0	82.96	202808.0
38	CP067661.1	1	2030	54498	56527	0.0	3644.0	99.803	100	244458	2030	1.0	0	82.96	202808.0
22_R	CP067661.1	1	21725	56528	78252	0.0	39179.0	100.0	100	244458	21725	1.0	0	82.96	202808.0
23_R	CP067661.1	1	19616	79642	99257	0.0	35376.0	100.0	100	244458	19616	1.0	0	82.96	202808.0
24_R	CP067661.1	1	17994	100647	118641	0.0	32444.0	99.994	100	244458	17994	1.0	0	82.96	202808.0
58_R	CP067661.1	1	372	118642	119013	0.0	672.0	100.0	100	244458	372	1.0	0	82.96	202808.0
56_R	CP067661.1	1	418	119014	119431	0.0	755.0	100.0	100	244458	418	1.0	0	82.96	202808.0
65	CP067661.1	1	267	119595	119861	7.959999999999996e-134	482.0	100.0	100	244458	267	1.0	0	82.96	202808.0
53_R	CP067661.1	1	438	119862	120299	0.0	791.0	100.0	100	244458	438	1.0	0	82.96	202808.0
30_R	CP067661.1	1	4881	120372	125252	0.0	8803.0	100.0	100	244458	4881	1.0	0	82.96	202808.0
41_R	CP067661.1	1	1475	132902	134376	0.0	2661.0	100.0	100	244458	1475	1.0	0	82.96	202808.0
35_R	CP067661.1	1	3881	135197	139077	0.0	7000.0	100.0	100	244458	3881	1.0	0	82.96	202808.0
28	CP067661.1	1	6727	146649	153375	0.0	12132.0	100.0	100	244458	6727	1.0	0	82.96	202808.0
26	CP067661.1	1	13480	154196	167675	0.0	24310.0	100.0	100	244458	13480	1.0	0	82.96	202808.0
36_R	CP067661.1	1	2186	168496	170681	0.0	3943.0	100.0	100	244458	2186	1.0	0	82.96	202808.0
32_R	CP067661.1	1	4388	174383	178770	0.0	7914.0	100.0	100	244458	4388	1.0	0	82.96	202808.0
15	CP067661.1	1	64708	179794	244458	0.0	116500.0	99.91	83	244458	78036	0.8292070326515967	0	82.96	202808.0
58_R	CP067676.1	1	372	4886	5257	0.0	672.0	100.0	100	225644	372	1.0	0	84.04	189628.0
56_R	CP067676.1	2	417	5259	5674	0.0	746.0	99.76	100	225644	418	0.9952153110047848	0	84.04	189628.0
53	CP067676.1	1	438	13392	13829	0.0	791.0	100.0	100	225644	438	1.0	0	84.04	189628.0
65_R	CP067676.1	1	267	13830	14096	7.959999999999996e-134	482.0	100.0	100	225644	267	1.0	0	84.04	189628.0
42_R	CP067676.1	1	1432	14097	15528	0.0	2583.0	100.0	100	225644	1432	1.0	0	84.04	189628.0
53_R	CP067676.1	1	438	15529	15966	0.0	791.0	100.0	100	225644	438	1.0	0	84.04	189628.0
19	CP067676.1	1	34901	15967	50867	0.0	62703.0	99.848	91	225644	38393	0.9090459198291356	0	84.04	189628.0
38	CP067676.1	1	2030	54498	56527	0.0	3644.0	99.803	100	225644	2030	1.0	0	84.04	189628.0
22_R	CP067676.1	1	21725	56528	78252	0.0	39179.0	100.0	100	225644	21725	1.0	0	84.04	189628.0
23	CP067676.1	1	19616	79642	99257	0.0	35367.0	99.99	100	225644	19616	1.0	0	84.04	189628.0
24_R	CP067676.1	1	17994	100646	118640	0.0	32444.0	99.994	100	225644	17994	1.0	0	84.04	189628.0
58_R	CP067676.1	1	372	118641	119012	0.0	672.0	100.0	100	225644	372	1.0	0	84.04	189628.0
56_R	CP067676.1	1	418	119013	119430	0.0	755.0	100.0	100	225644	418	1.0	0	84.04	189628.0
65	CP067676.1	1	267	119594	119860	7.959999999999996e-134	482.0	100.0	100	225644	267	1.0	0	84.04	189628.0
53_R	CP067676.1	1	438	119861	120298	0.0	791.0	100.0	100	225644	438	1.0	0	84.04	189628.0
30_R	CP067676.1	1	4881	120371	125251	0.0	8803.0	100.0	100	225644	4881	1.0	0	84.04	189628.0
35	CP067676.1	1	3881	126073	129953	0.0	7000.0	100.0	100	225644	3881	1.0	0	84.04	189628.0
41	CP067676.1	1	1475	130774	132248	0.0	2661.0	100.0	100	225644	1475	1.0	0	84.04	189628.0
27_R	CP067676.1	1	6745	133590	140334	0.0	12165.0	100.0	77	225644	8792	0.767174704276615	0	84.04	189628.0
28	CP067676.1	1	6727	149669	156395	0.0	12132.0	100.0	100	225644	6727	1.0	0	84.04	189628.0
15	CP067676.1	1	64708	160851	225644	0.0	116500.0	99.849	83	225644	78036	0.8292070326515967	0	84.04	189628.0
58_R	CP067949.1	1	372	4886	5257	0.0	672.0	100.0	100	258671	372	1.0	0	80.83	209078.0
56_R	CP067949.1	2	417	5259	5674	0.0	746.0	99.76	100	258671	418	0.9952153110047848	0	80.83	209078.0
53	CP067949.1	1	438	13392	13829	0.0	791.0	100.0	100	258671	438	1.0	0	80.83	209078.0
65_R	CP067949.1	1	267	13830	14096	7.959999999999996e-134	482.0	100.0	100	258671	267	1.0	0	80.83	209078.0
56	CP067949.1	1	418	14260	14677	0.0	755.0	100.0	100	258671	418	1.0	0	80.83	209078.0
58	CP067949.1	1	372	14678	15049	0.0	672.0	100.0	100	258671	372	1.0	0	80.83	209078.0
24	CP067949.1	1	15343	15050	30393	0.0	27664.0	99.993	85	258671	17994	0.8526731132599755	0	80.83	209078.0
23	CP067949.1	1	19616	32106	51721	0.0	35376.0	100.0	100	258671	19616	1.0	0	80.83	209078.0
22	CP067949.1	1	21725	53111	74835	0.0	39179.0	100.0	100	258671	21725	1.0	0	80.83	209078.0
38_R	CP067949.1	1	2030	74836	76865	0.0	3644.0	99.803	100	258671	2030	1.0	0	80.83	209078.0
19_R	CP067949.1	3493	38393	80496	115396	0.0	62699.0	99.845	91	258671	38393	0.9090459198291356	0	80.83	209078.0
53	CP067949.1	1	438	115397	115834	0.0	791.0	100.0	100	258671	438	1.0	0	80.83	209078.0
42	CP067949.1	1	1432	115835	117266	0.0	2583.0	100.0	100	258671	1432	1.0	0	80.83	209078.0
65	CP067949.1	1	267	117267	117533	7.959999999999996e-134	482.0	100.0	100	258671	267	1.0	0	80.83	209078.0
53_R	CP067949.1	1	438	117534	117971	0.0	791.0	100.0	100	258671	438	1.0	0	80.83	209078.0
30_R	CP067949.1	1	4881	118044	122924	0.0	8803.0	100.0	100	258671	4881	1.0	0	80.83	209078.0
28	CP067949.1	1	6727	123746	130472	0.0	12132.0	100.0	100	258671	6727	1.0	0	80.83	209078.0
26	CP067949.1	1	13480	131293	144772	0.0	24310.0	100.0	100	258671	13480	1.0	0	80.83	209078.0
36_R	CP067949.1	1	2186	145593	147778	0.0	3943.0	100.0	100	258671	2186	1.0	0	80.83	209078.0
27	CP067949.1	1	8792	167900	176691	0.0	15856.0	100.0	100	258671	8792	1.0	0	80.83	209078.0
41_R	CP067949.1	1	1475	178033	179507	0.0	2661.0	100.0	100	258671	1475	1.0	0	80.83	209078.0
35_R	CP067949.1	1	3881	180328	184208	0.0	7000.0	100.0	100	258671	3881	1.0	0	80.83	209078.0
32_R	CP067949.1	1	4388	188467	192854	0.0	7914.0	100.0	100	258671	4388	1.0	0	80.83	209078.0
15	CP067949.1	1	64708	193878	258671	0.0	116500.0	99.85	83	258671	78036	0.8292070326515967	0	80.83	209078.0
58_R	CP067952.1	1	372	4886	5257	0.0	672.0	100.0	100	237969	372	1.0	0	83.27	198163.0
56_R	CP067952.1	2	417	5259	5674	0.0	746.0	99.76	100	237969	418	0.9952153110047848	0	83.27	198163.0
53	CP067952.1	1	438	13392	13829	0.0	791.0	100.0	100	237969	438	1.0	0	83.27	198163.0
65_R	CP067952.1	1	267	13830	14096	7.959999999999996e-134	482.0	100.0	100	237969	267	1.0	0	83.27	198163.0
42_R	CP067952.1	1	1432	14097	15528	0.0	2583.0	100.0	100	237969	1432	1.0	0	83.27	198163.0
53_R	CP067952.1	1	438	15529	15966	0.0	791.0	100.0	100	237969	438	1.0	0	83.27	198163.0
19	CP067952.1	1	34901	15967	50867	0.0	62703.0	99.848	91	237969	38393	0.9090459198291356	0	83.27	198163.0
38	CP067952.1	1	2030	54498	56527	0.0	3644.0	99.803	100	237969	2030	1.0	0	83.27	198163.0
22_R	CP067952.1	1	21725	56528	78252	0.0	39174.0	99.995	100	237969	21725	1.0	0	83.27	198163.0
23	CP067952.1	1	19616	79642	99257	0.0	35376.0	100.0	100	237969	19616	1.0	0	83.27	198163.0
24_R	CP067952.1	1	17994	100647	118641	0.0	32444.0	99.994	100	237969	17994	1.0	0	83.27	198163.0
58_R	CP067952.1	1	372	118642	119013	0.0	672.0	100.0	100	237969	372	1.0	0	83.27	198163.0
56_R	CP067952.1	1	418	119014	119431	0.0	755.0	100.0	100	237969	418	1.0	0	83.27	198163.0
65	CP067952.1	1	267	119595	119861	7.959999999999996e-134	482.0	100.0	100	237969	267	1.0	0	83.27	198163.0
53_R	CP067952.1	1	438	119862	120299	0.0	791.0	100.0	100	237969	438	1.0	0	83.27	198163.0
30_R	CP067952.1	1	4881	120372	125252	0.0	8803.0	100.0	100	237969	4881	1.0	0	83.27	198163.0
35	CP067952.1	1	3881	126074	129954	0.0	6995.0	99.974	100	237969	3881	1.0	0	83.27	198163.0
41	CP067952.1	1	1475	130775	132249	0.0	2661.0	100.0	100	237969	1475	1.0	0	83.27	198163.0
27_R	CP067952.1	1	8792	133591	142382	0.0	15851.0	99.989	100	237969	8792	1.0	0	83.27	198163.0
36	CP067952.1	1	2186	148684	150869	0.0	3943.0	100.0	100	237969	2186	1.0	0	83.27	198163.0
28_R	CP067952.1	1	6727	156866	163592	0.0	12132.0	100.0	100	237969	6727	1.0	0	83.27	198163.0
32_R	CP067952.1	1	4388	167851	172238	0.0	7914.0	100.0	100	237969	4388	1.0	0	83.27	198163.0
15	CP067952.1	1	64708	173262	237969	0.0	116600.0	99.969	83	237969	78036	0.8292070326515967	0	83.27	198163.0
58_R	CP094884.1	1	372	4886	5257	0.0	672.0	100.0	100	246731	372	1.0	0	85.63	211281.0
56_R	CP094884.1	2	417	5259	5674	0.0	746.0	99.76	100	246731	418	0.9952153110047848	0	85.63	211281.0
53	CP094884.1	1	438	13392	13829	0.0	791.0	100.0	100	246731	438	1.0	0	85.63	211281.0
65_R	CP094884.1	1	267	13830	14096	7.959999999999996e-134	482.0	100.0	100	246731	267	1.0	0	85.63	211281.0
42_R	CP094884.1	1	1432	14097	15528	0.0	2583.0	100.0	100	246731	1432	1.0	0	85.63	211281.0
53_R	CP094884.1	1	438	15529	15966	0.0	791.0	100.0	100	246731	438	1.0	0	85.63	211281.0
19	CP094884.1	1	34901	15967	50867	0.0	62699.0	99.845	91	246731	38393	0.9090459198291356	0	85.63	211281.0
38	CP094884.1	1	2030	54498	56527	0.0	3644.0	99.803	100	246731	2030	1.0	0	85.63	211281.0
22_R	CP094884.1	1	21725	56528	78252	0.0	39179.0	100.0	100	246731	21725	1.0	0	85.63	211281.0
23	CP094884.1	1	19616	79642	99257	0.0	35376.0	100.0	100	246731	19616	1.0	0	85.63	211281.0
24_R	CP094884.1	1	17994	100647	118641	0.0	32444.0	99.994	100	246731	17994	1.0	0	85.63	211281.0
58_R	CP094884.1	1	372	118642	119013	0.0	672.0	100.0	100	246731	372	1.0	0	85.63	211281.0
56_R	CP094884.1	1	418	119014	119431	0.0	755.0	100.0	100	246731	418	1.0	0	85.63	211281.0
65	CP094884.1	1	267	119595	119861	7.959999999999996e-134	482.0	100.0	100	246731	267	1.0	0	85.63	211281.0
53_R	CP094884.1	1	438	119862	120299	0.0	791.0	100.0	100	246731	438	1.0	0	85.63	211281.0
30_R	CP094884.1	1	4881	120372	125252	0.0	8799.0	99.98	100	246731	4881	1.0	0	85.63	211281.0
35	CP094884.1	1	3881	126074	129954	0.0	7000.0	100.0	100	246731	3881	1.0	0	85.63	211281.0
41	CP094884.1	1	1475	130775	132249	0.0	2661.0	100.0	100	246731	1475	1.0	0	85.63	211281.0
27_R	CP094884.1	1	8792	133591	142382	0.0	15856.0	100.0	100	246731	8792	1.0	0	85.63	211281.0
28	CP094884.1	1	6727	145821	152547	0.0	12132.0	100.0	100	246731	6727	1.0	0	85.63	211281.0
36_R	CP094884.1	1	2186	156788	158973	0.0	3943.0	100.0	100	246731	2186	1.0	0	85.63	211281.0
26_R	CP094884.1	1	13407	159794	173200	0.0	24179.0	100.0	99	246731	13480	0.9945845697329376	0	85.63	211281.0
32_R	CP094884.1	376	4388	176902	180914	0.0	7238.0	100.0	91	246731	4388	0.9145396536007292	0	85.63	211281.0
15	CP094884.1	1	64708	181938	246731	0.0	116500.0	99.85	83	246731	78036	0.8292070326515967	0	85.63	211281.0
58_R	CP094886.1	1	372	4886	5257	0.0	672.0	100.0	100	246731	372	1.0	0	85.63	211281.0
56_R	CP094886.1	2	417	5259	5674	0.0	746.0	99.76	100	246731	418	0.9952153110047848	0	85.63	211281.0
53	CP094886.1	1	438	13392	13829	0.0	791.0	100.0	100	246731	438	1.0	0	85.63	211281.0
65_R	CP094886.1	1	267	13830	14096	7.959999999999996e-134	482.0	100.0	100	246731	267	1.0	0	85.63	211281.0
42_R	CP094886.1	1	1432	14097	15528	0.0	2583.0	100.0	100	246731	1432	1.0	0	85.63	211281.0
53_R	CP094886.1	1	438	15529	15966	0.0	791.0	100.0	100	246731	438	1.0	0	85.63	211281.0
19	CP094886.1	1	34901	15967	50867	0.0	62694.0	99.842	91	246731	38393	0.9090459198291356	0	85.63	211281.0
38	CP094886.1	1	2030	54498	56527	0.0	3644.0	99.803	100	246731	2030	1.0	0	85.63	211281.0
22_R	CP094886.1	1	21725	56528	78252	0.0	39179.0	100.0	100	246731	21725	1.0	0	85.63	211281.0
23	CP094886.1	1	19616	79642	99257	0.0	35376.0	100.0	100	246731	19616	1.0	0	85.63	211281.0
24_R	CP094886.1	1	17994	100647	118641	0.0	32444.0	99.994	100	246731	17994	1.0	0	85.63	211281.0
58_R	CP094886.1	1	372	118642	119013	0.0	672.0	100.0	100	246731	372	1.0	0	85.63	211281.0
56_R	CP094886.1	1	418	119014	119431	0.0	755.0	100.0	100	246731	418	1.0	0	85.63	211281.0
65	CP094886.1	1	267	119595	119861	7.959999999999996e-134	482.0	100.0	100	246731	267	1.0	0	85.63	211281.0
53_R	CP094886.1	1	438	119862	120299	0.0	791.0	100.0	100	246731	438	1.0	0	85.63	211281.0
30_R	CP094886.1	1	4881	120372	125252	0.0	8799.0	99.98	100	246731	4881	1.0	0	85.63	211281.0
35	CP094886.1	1	3881	126074	129954	0.0	7000.0	100.0	100	246731	3881	1.0	0	85.63	211281.0
41	CP094886.1	1	1475	130775	132249	0.0	2661.0	100.0	100	246731	1475	1.0	0	85.63	211281.0
27_R	CP094886.1	1	8792	133591	142382	0.0	15856.0	100.0	100	246731	8792	1.0	0	85.63	211281.0
28	CP094886.1	1	6727	145821	152547	0.0	12132.0	100.0	100	246731	6727	1.0	0	85.63	211281.0
36_R	CP094886.1	1	2186	156788	158973	0.0	3943.0	100.0	100	246731	2186	1.0	0	85.63	211281.0
26_R	CP094886.1	1	13407	159794	173200	0.0	24179.0	100.0	99	246731	13480	0.9945845697329376	0	85.63	211281.0
32_R	CP094886.1	376	4388	176902	180914	0.0	7238.0	100.0	91	246731	4388	0.9145396536007292	0	85.63	211281.0
15	CP094886.1	1	64708	181938	246731	0.0	116500.0	99.85	83	246731	78036	0.8292070326515967	0	85.63	211281.0
10_R	CP110563.1	56042	140924	1	84928	0.0	148900.0	98.928	50	84928	169944	0.4994762980746599	0	100.0	84928.0
15_R	CP110577.1	10979	74437	1	63545	0.0	114200.0	99.847	81	218413	78036	0.8132015992618792	0	86.77	189517.0
28_R	CP110577.1	1	6727	68689	75415	0.0	12132.0	100.0	100	218413	6727	1.0	0	86.77	189517.0
27	CP110577.1	1	8792	78854	87645	0.0	15856.0	100.0	100	218413	8792	1.0	0	86.77	189517.0
35_R	CP110577.1	1	3547	91282	94828	0.0	6397.0	100.0	91	218413	3881	0.9139397062612729	0	86.77	189517.0
30	CP110577.1	1	4881	95650	100530	0.0	8803.0	100.0	100	218413	4881	1.0	0	86.77	189517.0
56	CP110577.1	1	418	101471	101888	0.0	755.0	100.0	100	218413	418	1.0	0	86.77	189517.0
24	CP110577.1	1	17994	102261	120254	0.0	32451.0	100.0	100	218413	17994	1.0	0	86.77	189517.0
23_R	CP110577.1	1	19616	121644	141259	0.0	35376.0	100.0	100	218413	19616	1.0	0	86.77	189517.0
22	CP110577.1	1	21725	142649	164373	0.0	39179.0	100.0	100	218413	21725	1.0	0	86.77	189517.0
38_R	CP110577.1	1	2030	164374	166404	0.0	3637.0	99.754	100	218413	2030	1.0	0	86.77	189517.0
19_R	CP110577.1	1	38393	166405	204797	0.0	69238.0	100.0	100	218413	38393	1.0	0	86.77	189517.0
42	CP110577.1	1	1432	205236	206667	0.0	2583.0	100.0	100	218413	1432	1.0	0	86.77	189517.0
56	CP110577.1	2	417	215090	215505	0.0	746.0	99.76	100	218413	418	0.9952153110047848	0	86.77	189517.0
15_R	CP110586.1	38666	78036	1	39371	0.0	71001.0	100.0	88	244845	78036	0.875185811676662	0	86.81	212555.0
32	CP110586.1	1	4388	40395	44782	0.0	7914.0	100.0	100	244845	4388	1.0	0	86.81	212555.0
26	CP110586.1	1	13480	48484	61963	0.0	24310.0	100.0	100	244845	13480	1.0	0	86.81	212555.0
28_R	CP110586.1	1	6727	65790	72516	0.0	12132.0	100.0	100	244845	6727	1.0	0	86.81	212555.0
27	CP110586.1	1	8792	75955	84746	0.0	15856.0	100.0	100	244845	8792	1.0	0	86.81	212555.0
35_R	CP110586.1	1	3881	88383	92263	0.0	7000.0	100.0	100	244845	3881	1.0	0	86.81	212555.0
30	CP110586.1	1	4881	93085	97965	0.0	8803.0	100.0	100	244845	4881	1.0	0	86.81	212555.0
