qseqid	sseqid	qstart	qend	sstart	send	evalue	bitscore	pident	qcovs	slen	qlen	q_perc_aligned	overlapped_bases
55	CP057088.1	1	556	32982	33536	0.0	749.0	91.007	100	140512	556	1.0	0
98	CP057088.1	1	162	33595	33756	1.88e-62	244.0	93.827	99	140512	163	0.9938650306748468	0
98	CP057110.1	1	159	25805	25963	1.89e-57	228.0	92.453	98	106811	163	0.9754601226993864	0
98	CP057113.1	1	159	32342	32500	1.89e-57	228.0	92.453	98	104255	163	0.9754601226993864	0
98	CP057116.1	1	159	32342	32500	1.89e-57	228.0	92.453	98	104255	163	0.9754601226993864	0
98	CP057128.1	1	159	13556	13714	1.89e-57	228.0	92.453	98	90031	163	0.9754601226993864	0
98	CP057142.1	1	159	13517	13675	1.89e-57	228.0	92.453	98	89539	163	0.9754601226993864	0
61	CP057155.1	2	432	44078	44508	3.73e-173	614.0	92.343	99	168860	432	0.9976851851851852	0
55	CP057155.1	1	556	44509	45062	0.0	754.0	91.219	100	168860	556	1.0	0
98	CP057155.1	1	162	45121	45282	4.04e-64	250.0	94.444	99	168860	163	0.9938650306748468	0
22	CP057161.1	15680	32098	1	16419	0.0	30249.0	99.921	97	35341	32098	0.511527197956259	0
22	CP057161.1	952	15679	20612	35341	0.0	27183.0	99.98	97	35341	32098	0.4588447878372484	0
98	CP057191.1	1	159	26994	27152	1.89e-57	228.0	92.453	98	102988	163	0.9754601226993864	0
98	CP057201.1	1	159	33678	33836	1.89e-57	228.0	92.453	98	105591	163	0.9754601226993864	0
61	CP057296.1	167	432	30206	30471	4.15e-98	364.0	91.353	62	107564	432	0.6157407407407407	0
55	CP057296.1	1	556	30472	31026	0.0	749.0	91.007	100	107564	556	1.0	0
98	CP057296.1	1	162	31085	31246	1.88e-62	244.0	93.827	99	107564	163	0.9938650306748468	0
61	CP057305.1	167	432	30206	30471	4.15e-98	364.0	91.353	62	107564	432	0.6157407407407407	0
55	CP057305.1	1	556	30472	31026	0.0	749.0	91.007	100	107564	556	1.0	0
98	CP057305.1	1	162	31085	31246	1.88e-62	244.0	93.827	99	107564	163	0.9938650306748468	0
98	CP057369.1	60	163	29493	29596	7.0100000000000005e-37	159.0	94.231	64	151320	163	0.6380368098159509	0
98_R	CP057404.1	2	163	29190	29351	1.88e-62	244.0	93.827	99	92458	163	0.9938650306748468	0
55_R	CP057404.1	1	553	29410	29961	0.0	749.0	91.139	99	92458	556	0.9946043165467626	0
61_R	CP057404.1	1	266	29965	30230	4.15e-98	364.0	91.353	62	92458	432	0.6157407407407407	0
61	CP057411.1	164	432	4526	4795	4.15e-98	364.0	91.111	62	42061	432	0.6226851851851852	0
55	CP057411.1	1	556	4796	5350	0.0	754.0	91.187	100	42061	556	1.0	0
98	CP057411.1	1	162	5409	5570	1.88e-62	244.0	93.827	99	42061	163	0.9938650306748468	0
35_R	CP057478.1	1	2368	24182	26549	0.0	4279.0	99.282	84	58013	2828	0.8373408769448374	0
98	CP057486.1	1	159	26970	27128	1.89e-57	228.0	92.453	98	102023	163	0.9754601226993864	0
98	CP057492.1	1	159	26970	27128	1.89e-57	228.0	92.453	98	102023	163	0.9754601226993864	0
98	CP057508.1	1	159	13510	13668	1.89e-57	228.0	92.453	98	99864	163	0.9754601226993864	0
98	CP057522.1	1	159	13515	13673	1.89e-57	228.0	92.453	98	86439	163	0.9754601226993864	0
35_R	CP057528.1	1	2368	26217	28584	0.0	4340.0	99.747	84	59597	2828	0.8373408769448374	0
22	CP057529.1	1	11770	20676	32448	0.0	21084.0	98.998	37	32448	32098	0.3666895133653187	0
35_R	CP057548.1	1	2368	26217	28584	0.0	4340.0	99.747	84	59597	2828	0.8373408769448374	0
22_R	CP057549.1	14669	24341	22777	32448	0.0	17512.0	99.349	30	32448	32098	0.3013583400834943	0
98	CP057578.1	1	159	13784	13942	1.89e-57	228.0	92.453	98	78258	163	0.9754601226993864	0
22	CP057579.1	4433	17377	19518	32449	0.0	21588.0	96.793	40	32449	32098	0.4032961555237086	0
98	CP057601.1	1	159	13673	13831	1.89e-57	228.0	92.453	98	63983	163	0.9754601226993864	0
98	CP057606.1	1	159	13787	13945	1.89e-57	228.0	92.453	98	89809	163	0.9754601226993864	0
98	CP057609.1	1	159	13787	13945	1.89e-57	228.0	92.453	98	89809	163	0.9754601226993864	0
98	CP057613.1	1	159	13787	13945	1.89e-57	228.0	92.453	98	89809	163	0.9754601226993864	0
98	CP057674.1	1	159	45451	45609	1.89e-57	228.0	92.453	98	116753	163	0.9754601226993864	0
27	CP057707.1	5608	17162	10270	21860	0.0	20630.0	98.844	61	58234	19051	0.6065298409532308	0
35_R	CP057707.1	1	2368	24420	26787	0.0	4373.0	100.0	84	58234	2828	0.8373408769448374	0
22	CP057708.1	7865	18658	1	10794	0.0	19701.0	99.611	34	32676	32098	0.3362826344320518	0
35	CP057733.1	1331	2828	104117	105613	0.0	2743.0	99.733	53	146408	2828	0.5297029702970297	0
61	CP057734.1	167	432	53631	53896	4.15e-98	364.0	91.353	62	129207	432	0.6157407407407407	0
55	CP057734.1	1	556	53897	54451	0.0	749.0	91.007	100	129207	556	1.0	0
98	CP057734.1	1	162	54510	54671	1.88e-62	244.0	93.827	99	129207	163	0.9938650306748468	0
35	CP057740.1	1331	2828	104117	105613	0.0	2743.0	99.733	53	146408	2828	0.5297029702970297	0
61	CP057741.1	167	432	53631	53896	4.15e-98	364.0	91.353	62	129206	432	0.6157407407407407	0
55	CP057741.1	1	556	53897	54451	0.0	749.0	91.007	100	129206	556	1.0	0
98	CP057741.1	1	162	54510	54671	1.88e-62	244.0	93.827	99	129206	163	0.9938650306748468	0
35	CP057753.1	1331	2828	104117	105613	0.0	2743.0	99.733	53	146408	2828	0.5297029702970297	0
61	CP057754.1	167	432	53631	53896	4.15e-98	364.0	91.353	62	129206	432	0.6157407407407407	0
55	CP057754.1	1	556	53897	54451	0.0	749.0	91.007	100	129206	556	1.0	0
98	CP057754.1	1	162	54510	54671	1.88e-62	244.0	93.827	99	129206	163	0.9938650306748468	0
35	CP057761.1	1331	2828	104117	105613	0.0	2743.0	99.733	53	146408	2828	0.5297029702970297	0
61	CP057762.1	167	432	49973	50238	4.15e-98	364.0	91.353	62	125548	432	0.6157407407407407	0
55	CP057762.1	1	556	50239	50793	0.0	749.0	91.007	100	125548	556	1.0	0
98	CP057762.1	1	162	50852	51013	1.88e-62	244.0	93.827	99	125548	163	0.9938650306748468	0
98	CP057768.1	97	163	71554	71620	2.58e-21	108.0	95.522	41	191947	163	0.4110429447852761	0
98	CP057785.1	97	163	71554	71620	2.58e-21	108.0	95.522	41	191949	163	0.4110429447852761	0
98_R	CP057827.1	2	163	31757	31918	4.02e-69	267.0	96.296	99	143602	163	0.9938650306748468	0
55_R	CP057827.1	1	556	31977	32532	0.0	817.0	93.165	100	143602	556	1.0	0
61_R	CP057827.1	1	431	32533	32963	7.969999999999999e-180	636.0	93.271	99	143602	432	0.9976851851851852	0
98_R	CP057892.1	2	163	33641	33802	1.89e-57	228.0	91.975	99	139143	163	0.9938650306748468	0
98	CP057907.1	1	159	26886	27044	1.89e-57	228.0	92.453	98	102859	163	0.9754601226993864	0
98	CP057917.1	1	159	13510	13668	1.89e-57	228.0	92.453	98	99864	163	0.9754601226993864	0
98	CP057923.1	1	159	26671	26829	1.89e-57	228.0	92.453	98	146777	163	0.9754601226993864	0
98	CP057928.1	1	159	15602	15760	1.89e-57	228.0	92.453	98	102796	163	0.9754601226993864	0
98_R	CP057933.1	2	160	40093	40251	1.89e-57	228.0	92.453	98	136645	163	0.9754601226993864	0
98	CP057943.1	1	162	28218	28379	4.07e-59	233.0	92.593	99	145571	163	0.9938650306748468	0
98	CP057947.1	1	159	15440	15598	1.89e-57	228.0	92.453	98	102634	163	0.9754601226993864	0
27	CP057948.1	10769	17162	16476	22844	0.0	10792.0	97.206	34	58530	19051	0.3356254264867986	0
35_R	CP057948.1	1	2368	24805	27171	0.0	4333.0	99.704	84	58530	2828	0.8373408769448374	0
27	CP057954.1	5275	10897	11515	17143	0.0	9841.0	98.242	30	55947	19051	0.2951551099679806	0
35_R	CP057954.1	1	2368	23766	26133	0.0	4357.0	99.873	84	55947	2828	0.8373408769448374	0
98	CP057958.1	1	159	13589	13747	1.89e-57	228.0	92.453	98	95782	163	0.9754601226993864	0
98	CP057960.1	1	159	16270	16428	1.89e-57	228.0	92.453	98	128235	163	0.9754601226993864	0
98_R	CP057965.1	1	163	34507	34669	5.23e-63	246.0	93.865	100	153833	163	1.0	0
55_R	CP057965.1	173	553	34818	35198	3.04e-145	521.0	91.339	69	153833	556	0.685251798561151	0
61_R	CP057965.1	2	431	35203	35629	8.139999999999999e-165	586.0	91.395	99	153833	432	0.9953703703703703	0
98_R	CP057968.1	1	163	19360	19522	1.1399999999999999e-54	219.0	90.798	100	101913	163	1.0	0
98	CP057968.1	1	159	33602	33760	1.89e-57	228.0	92.453	100	101913	163	0.9754601226993864	0
98_R	CP057971.1	1	163	34770	34932	5.23e-63	246.0	93.865	100	140458	163	1.0	0
55_R	CP057971.1	173	553	35070	35450	3.04e-145	521.0	91.339	69	140458	556	0.685251798561151	0
61_R	CP057971.1	2	431	35455	35881	8.139999999999999e-165	586.0	91.395	99	140458	432	0.9953703703703703	0
98	CP058005.1	1	159	28863	29021	1.89e-57	228.0	92.453	98	99232	163	0.9754601226993864	0
98	CP058015.1	1	159	26987	27145	1.89e-57	228.0	92.453	98	100878	163	0.9754601226993864	0
98	CP058026.1	1	159	13514	13672	1.89e-57	228.0	92.453	98	88012	163	0.9754601226993864	0
61	CP058065.1	2	432	4792	5222	0.0	647.0	93.735	99	100803	432	0.9976851851851852	0
55	CP058065.1	1	556	5223	5778	0.0	822.0	93.345	100	100803	556	1.0	0
98	CP058065.1	1	162	5837	5998	4.02e-69	267.0	96.296	100	100803	163	0.9938650306748468	0
98_R	CP058065.1	1	163	24332	24494	1.12e-69	268.0	96.319	100	100803	163	1.0	0
55_R	CP058065.1	1	556	24553	25108	0.0	822.0	93.345	100	100803	556	1.0	0
61_R	CP058065.1	1	431	25109	25539	0.0	647.0	93.735	99	100803	432	0.9976851851851852	0
98	CP058081.1	1	159	28322	28480	8.82e-56	222.0	91.824	98	90645	163	0.9754601226993864	0
22_R	CP058085.1	15063	27618	22657	35178	0.0	20724.0	96.511	39	40213	32098	0.3911770203751012	0
98	CP058088.1	1	159	28322	28480	8.82e-56	222.0	91.824	98	90645	163	0.9754601226993864	0
98	CP058091.1	1	159	28322	28480	8.82e-56	222.0	91.824	98	90645	163	0.9754601226993864	0
98	CP058102.1	1	159	28322	28480	8.82e-56	222.0	91.824	98	90645	163	0.9754601226993864	0
89	CP059377.1	1	171	1694501	1694669	9.21e-57	226.0	90.643	81	2133893	210	0.8142857142857143	0
98	CP059905.1	1	163	87185	87347	1.1399999999999999e-54	219.0	90.798	100	141692	163	1.0	0
22_R	CP059928.1	8893	27618	14525	33236	0.0	32939.0	98.432	58	35368	32098	0.5834008349429871	0
98	CP060106.1	1	149	78251	78399	6.82e-57	226.0	93.96	91	87725	163	0.9141104294478528	0
98_R	CP060108.1	1	163	37853	38015	2.45e-56	224.0	91.411	100	56764	163	1.0	0
98_R	CP060110.1	1	163	249254	249416	2.45e-56	224.0	91.411	100	357874	163	1.0	0
39_R	CP060657.1	1	1688	90	1779	0.0	2743.0	95.976	100	3076	1688	1.0	0
113_R	CP060657.1	1	42	1791	1831	2.57e-10	71.3	97.619	32	3076	131	0.3206106870229007	0
57_R	CP060657.1	1	523	1840	2362	0.0	933.0	98.853	100	3076	523	1.0	0
99	CP060657.1	1	54	2410	2462	3.26e-15	87.9	96.296	34	3076	159	0.3396226415094339	0
89	CP060657.1	2	207	2469	2674	1.88e-93	348.0	97.087	98	3076	210	0.9809523809523808	0
68	CP060657.1	1	347	2679	3025	1.41e-151	542.0	94.813	100	3076	347	1.0	0
114_R	CP060658.1	1	131	6	138	1.46e-47	195.0	93.284	100	464	131	1.0	0
130	CP060658.1	16	100	243	327	3.26e-33	147.0	97.647	79	464	108	0.7870370370370371	0
89_R	CP060702.1	40	210	287596	287765	1.98e-58	231.0	91.228	81	2074598	210	0.8142857142857143	0
92_R	CP061233.1	3	199	306855	307052	8.53e-67	259.0	90.452	99	1005770	199	0.9899497487437184	0
107	CP061233.1	1	139	307103	307245	7.240000000000001e-56	222.0	95.105	100	1005770	139	1.0	0
43_R	CP061233.1	1	1475	307248	308718	0.0	2527.0	97.627	100	1005770	1475	1.0	0
68_R	CP061233.1	1	347	309044	309390	1.3800000000000002e-166	592.0	97.406	100	1005770	347	1.0	0
89_R	CP061233.1	1	209	309392	309600	1.87e-98	364.0	98.086	99	1005770	210	0.9952380952380953	0
99_R	CP061233.1	113	159	309615	309661	3.26e-15	87.9	100.0	30	1005770	159	0.2955974842767295	0
57	CP061233.1	1	523	309709	310231	0.0	944.0	99.235	100	1005770	523	1.0	0
39	CP061233.1	1	1688	310293	311974	0.0	2863.0	97.337	100	1005770	1688	1.0	0
132_R	CP061233.1	1	104	312067	312170	3.92e-47	193.0	100.0	100	1005770	104	1.0	0
128	CP061233.1	22	114	312212	312303	4.5e-37	159.0	97.849	82	1005770	114	0.8157894736842105	0
92_R	CP061233.1	3	199	405401	405598	1.83e-68	265.0	90.955	99	1005770	199	0.9899497487437184	0
107	CP061233.1	1	139	405649	405791	7.240000000000001e-56	222.0	95.105	100	1005770	139	1.0	0
43_R	CP061233.1	1	1475	405793	407267	0.0	2503.0	97.29	100	1005770	1475	1.0	0
114_R	CP061233.1	2	131	407272	407400	1.44e-57	228.0	98.462	99	1005770	131	0.9923664122137404	0
130	CP061233.1	1	107	407421	407529	1.16e-37	161.0	93.636	99	1005770	108	0.9907407407407408	0
68_R	CP061233.1	1	347	407685	408031	2.97e-168	597.0	97.695	100	1005770	347	1.0	0
89_R	CP061233.1	1	209	408033	408241	1.87e-98	364.0	98.086	99	1005770	210	0.9952380952380953	0
99_R	CP061233.1	113	159	408255	408301	3.26e-15	87.9	100.0	30	1005770	159	0.2955974842767295	0
57	CP061233.1	1	523	408349	408871	0.0	944.0	99.235	100	1005770	523	1.0	0
39	CP061233.1	1	1688	408933	410618	0.0	2878.0	97.454	100	1005770	1688	1.0	0
132_R	CP061233.1	1	104	410711	410814	3.92e-47	193.0	100.0	100	1005770	104	1.0	0
92_R	CP061233.1	3	199	547171	547368	1.83e-68	265.0	90.955	99	1005770	199	0.9899497487437184	0
107	CP061233.1	1	139	547419	547561	7.240000000000001e-56	222.0	95.105	100	1005770	139	1.0	0
43_R	CP061233.1	1	1475	547563	549037	0.0	2536.0	97.696	100	1005770	1475	1.0	0
68_R	CP061233.1	1	347	549366	549712	6.37e-170	603.0	97.983	100	1005770	347	1.0	0
89_R	CP061233.1	1	209	549714	549922	1.87e-98	364.0	98.086	99	1005770	210	0.9952380952380953	0
99_R	CP061233.1	113	159	549932	549978	3.26e-15	87.9	100.0	30	1005770	159	0.2955974842767295	0
57	CP061233.1	1	523	550026	550548	0.0	944.0	99.235	100	1005770	523	1.0	0
39	CP061233.1	1	1688	550609	552291	0.0	2880.0	97.513	100	1005770	1688	1.0	0
132_R	CP061233.1	1	104	552384	552487	3.92e-47	193.0	100.0	100	1005770	104	1.0	0
106	CP061233.1	1	92	552612	552702	2.14e-26	124.0	91.304	65	1005770	141	0.6524822695035462	0
112	CP061233.1	5	86	556481	556562	9.15e-25	119.0	92.683	62	1005770	132	0.6212121212121212	0
77	CP061233.1	1	272	557214	557485	2.41e-128	464.0	97.426	99	1005770	273	0.9963369963369964	0
103	CP061233.1	1	152	557487	557638	6.120000000000001e-72	276.0	99.342	100	1005770	152	1.0	0
24	CP061233.1	1	12677	557639	570306	0.0	18803.0	93.46	42	1005770	30210	0.4196292618338298	0
134	CP061233.1	1	100	588552	588652	6.26e-40	169.0	97.03	100	1005770	100	1.0	0
107	CP061233.1	1	139	588786	588928	7.240000000000001e-56	222.0	95.105	100	1005770	139	1.0	0
43_R	CP061233.1	1	1475	588930	590404	0.0	2536.0	97.696	100	1005770	1475	1.0	0
68_R	CP061233.1	1	347	590733	591079	6.37e-170	603.0	97.983	100	1005770	347	1.0	0
89_R	CP061233.1	1	209	591081	591289	1.87e-98	364.0	98.086	99	1005770	210	0.9952380952380953	0
99_R	CP061233.1	113	159	591304	591350	3.26e-15	87.9	100.0	30	1005770	159	0.2955974842767295	0
57	CP061233.1	1	523	591398	591920	0.0	944.0	99.235	100	1005770	523	1.0	0
39	CP061233.1	1	1688	591981	593666	0.0	2889.0	97.573	100	1005770	1688	1.0	0
132_R	CP061233.1	1	104	593759	593862	3.92e-47	193.0	100.0	100	1005770	104	1.0	0
27	CP061236.1	2782	10862	41328	49343	0.0	14242.0	98.615	42	60392	19051	0.4241772085454832	0
35_R	CP061236.1	1	2805	57603	60392	0.0	5033.0	99.145	99	60392	2828	0.991867043847242	0
130_R	CP061244.1	13	89	1148473	1148549	1.99e-20	104.0	90.909	71	1412998	108	0.7129629629629629	0
132	CP061244.1	1	104	1348579	1348682	3.92e-47	193.0	100.0	100	1412998	104	1.0	0
39_R	CP061244.1	1	1688	1348776	1350461	0.0	2883.0	97.513	100	1412998	1688	1.0	0
57_R	CP061244.1	1	523	1350523	1351045	0.0	944.0	99.235	100	1412998	523	1.0	0
99	CP061244.1	1	47	1351093	1351139	3.26e-15	87.9	100.0	30	1412998	159	0.2955974842767295	0
89	CP061244.1	2	210	1351152	1351360	1.87e-98	364.0	98.086	99	1412998	210	0.9952380952380953	0
68	CP061244.1	1	347	1351362	1351708	1.3800000000000002e-166	592.0	97.406	100	1412998	347	1.0	0
85_R	CP061244.1	67	153	1351865	1351950	4.72e-35	154.0	98.851	39	1412998	223	0.3901345291479821	0
43	CP061244.1	1	1475	1352108	1353581	0.0	2501.0	97.29	100	1412998	1475	1.0	0
107_R	CP061244.1	1	139	1353583	1353725	7.240000000000001e-56	222.0	95.105	100	1412998	139	1.0	0
92	CP061244.1	1	197	1353776	1353973	1.83e-68	265.0	91.0	99	1412998	199	0.9899497487437184	0
134	CP061270.1	1	100	419945	420045	6.26e-40	169.0	97.03	100	1204529	100	1.0	0
107	CP061270.1	1	139	420179	420321	7.240000000000001e-56	222.0	95.105	100	1204529	139	1.0	0
43_R	CP061270.1	1	1475	420323	421797	0.0	2514.0	97.425	100	1204529	1475	1.0	0
114_R	CP061270.1	1	131	421804	421933	4.01e-58	230.0	98.473	100	1204529	131	1.0	0
130	CP061270.1	1	107	421954	422062	1.16e-37	161.0	93.636	99	1204529	108	0.9907407407407408	0
68_R	CP061270.1	1	347	422217	422563	6.37e-170	603.0	97.983	100	1204529	347	1.0	0
89_R	CP061270.1	1	209	422565	422773	1.87e-98	364.0	98.086	99	1204529	210	0.9952380952380953	0
99_R	CP061270.1	113	159	422784	422830	3.26e-15	87.9	100.0	30	1204529	159	0.2955974842767295	0
57	CP061270.1	1	523	422878	423400	0.0	944.0	99.235	100	1204529	523	1.0	0
39	CP061270.1	1	1688	423461	425144	0.0	2848.0	97.16	100	1204529	1688	1.0	0
132_R	CP061270.1	1	104	425234	425337	3.92e-47	193.0	100.0	100	1204529	104	1.0	0
128	CP061270.1	22	114	425379	425471	2.69e-39	167.0	98.925	82	1204529	114	0.8157894736842105	0
128	CP061270.1	37	113	433617	433693	2.1099999999999998e-30	137.0	98.701	82	1204529	114	0.6754385964912281	0
99	CP063167.1	2	49	488064	488111	1.96e-12	78.7	95.833	30	2479635	159	0.3018867924528302	0
89	CP063167.1	1	171	488117	488286	9.21e-57	226.0	90.643	81	2479635	210	0.8142857142857143	0
22	CP063721.1	1	23206	2801	26011	0.0	42714.0	99.888	72	31764	32098	0.7229733939809334	0
98	CP063740.1	1	159	109352	109510	1.89e-57	228.0	92.453	98	171727	163	0.9754601226993864	0
99	CP065532.1	2	49	936097	936144	9.12e-11	73.1	93.75	30	2034020	159	0.3018867924528302	0
89	CP065532.1	1	171	936152	936321	1.98e-58	231.0	91.228	81	2034020	210	0.8142857142857143	0
36_R	CP067709.1	79	2101	1	2023	0.0	3720.0	99.852	96	2101	2101	0.962874821513565	0
27	CP069705.1	2782	10892	8640	16749	0.0	14678.0	99.334	43	61726	19051	0.4257519290325967	0
35_R	CP069705.1	1	2368	27729	30096	0.0	4368.0	99.958	84	61726	2828	0.8373408769448374	0
99	CP071915.1	2	49	284603	284650	9.12e-11	73.1	93.75	30	2177065	159	0.3018867924528302	0
89	CP071915.1	1	171	284658	284827	1.98e-58	231.0	91.228	81	2177065	210	0.8142857142857143	0
63_R	CP073322.1	1	427	8627	9041	1.35e-162	579.0	91.647	99	98415	429	0.9953379953379954	0
58_R	CP073322.1	4	206	9101	9303	2.35e-76	292.0	92.754	40	98415	506	0.4011857707509881	0
98	CP073322.1	1	157	41530	41687	1.15e-49	202.0	90.184	96	98415	163	0.9631901840490796	0
63_R	CP073324.1	1	427	5737	6151	1.35e-162	579.0	91.647	99	95026	429	0.9953379953379954	0
58_R	CP073324.1	4	206	6211	6413	2.35e-76	292.0	92.754	40	95026	506	0.4011857707509881	0
98	CP073324.1	1	157	40196	40353	1.15e-49	202.0	90.184	96	95026	163	0.9631901840490796	0
98_R	CP073334.1	2	132	91765	91894	5.34e-48	196.0	93.893	80	99362	163	0.803680981595092	0
35	CP073606.1	455	2828	14159	16532	0.0	4346.0	99.705	84	62479	2828	0.8394625176803394	0
27_R	CP073606.1	1890	8288	19270	25680	0.0	10732.0	96.912	34	62479	19051	0.3358878799013175	0
35	CP073611.1	1	2828	33330	36157	0.0	5195.0	99.823	100	62479	2828	1.0	0
27_R	CP073611.1	1890	8288	38895	45305	0.0	10732.0	96.912	34	62479	19051	0.3358878799013175	0
22	CP073616.1	4433	17033	12296	24885	0.0	21148.0	96.985	39	63779	32098	0.3925789768832949	0
22	CP073616.1	4433	17033	44194	56779	0.0	21272.0	97.165	39	63779	32098	0.3925789768832949	0
98_R	CP074271.1	34	163	9681	9810	5.34e-48	196.0	93.846	80	232194	163	0.7975460122699386	0
55_R	CP074271.1	1	556	9869	10424	0.0	778.0	91.935	100	232194	556	1.0	0
61_R	CP074271.1	108	431	12091	12414	2.41e-120	438.0	91.049	75	232194	432	0.75	0
80_R	CP074271.1	1	139	23046	23184	4.14e-61	241.0	97.842	54	232194	258	0.5387596899224806	0
98_R	CP074329.1	2	163	4604	4765	4.02e-69	267.0	96.296	100	99973	163	0.9938650306748468	0
55_R	CP074329.1	1	556	4824	5379	0.0	789.0	92.294	100	99973	556	1.0	0
61_R	CP074329.1	1	431	5380	5810	8.139999999999999e-165	586.0	91.183	99	99973	432	0.9976851851851852	0
58	CP074329.1	301	506	37488	37693	2.3e-91	342.0	96.602	41	99973	506	0.4071146245059288	0
63	CP074329.1	2	429	37754	38183	0.0	715.0	96.744	99	99973	429	0.9976689976689976	0
90_R	CP074329.1	1	207	38185	38377	4.12e-70	270.0	91.304	100	99973	207	1.0	0
61	CP074329.1	2	432	48533	48963	8.139999999999999e-165	586.0	91.183	99	99973	432	0.9976851851851852	0
55	CP074329.1	1	556	48964	49519	0.0	806.0	92.832	100	99973	556	1.0	0
98	CP074329.1	1	162	49578	49739	4.02e-69	267.0	96.296	100	99973	163	0.9938650306748468	0
61	CP074329.1	2	432	49740	50170	8.139999999999999e-165	586.0	91.183	99	99973	432	0.9976851851851852	0
55	CP074329.1	1	556	50171	50726	0.0	806.0	92.832	100	99973	556	1.0	0
98	CP074329.1	1	163	50785	50947	1.12e-69	268.0	96.319	100	99973	163	1.0	0
98	CP074624.1	1	162	9466	9627	4.02e-69	267.0	96.296	99	150062	163	0.9938650306748468	0
98_R	CP074624.1	2	163	12930	13091	4.02e-69	267.0	96.296	99	150062	163	0.9938650306748468	0
55_R	CP074624.1	1	556	13150	13696	0.0	741.0	91.039	100	150062	556	1.0	0
61_R	CP074624.1	1	431	13697	14127	3.81e-158	564.0	90.255	99	150062	432	0.9976851851851852	0
61	CP074634.1	2	432	85012	85442	8.2e-160	569.0	90.487	99	134934	432	0.9976851851851852	0
55	CP074634.1	1	556	85443	85989	0.0	741.0	91.039	100	134934	556	1.0	0
98	CP074634.1	1	162	86048	86209	4.02e-69	267.0	96.296	99	134934	163	0.9938650306748468	0
98_R	CP074634.1	2	163	89510	89671	4.02e-69	267.0	96.296	99	134934	163	0.9938650306748468	0
98	CP074638.1	1	162	14048	14209	4.02e-69	267.0	96.296	99	137148	163	0.9938650306748468	0
98_R	CP074638.1	2	163	17511	17672	4.02e-69	267.0	96.296	99	137148	163	0.9938650306748468	0
55_R	CP074638.1	1	556	17731	18277	0.0	736.0	90.86	100	137148	556	1.0	0
61_R	CP074638.1	1	431	18278	18708	8.2e-160	569.0	90.487	99	137148	432	0.9976851851851852	0
61	CP074641.1	2	432	92615	93045	8.2e-160	569.0	90.487	99	136490	432	0.9976851851851852	0
55	CP074641.1	1	556	93046	93592	0.0	741.0	91.039	100	136490	556	1.0	0
98	CP074641.1	1	162	93651	93812	4.02e-69	267.0	96.296	99	136490	163	0.9938650306748468	0
98_R	CP074641.1	2	163	97114	97275	4.02e-69	267.0	96.296	99	136490	163	0.9938650306748468	0
61	CP074645.1	2	432	87956	88386	8.2e-160	569.0	90.487	99	137733	432	0.9976851851851852	0
55	CP074645.1	1	556	88387	88933	0.0	736.0	90.86	100	137733	556	1.0	0
98	CP074645.1	1	162	88992	89153	4.02e-69	267.0	96.296	99	137733	163	0.9938650306748468	0
98_R	CP074645.1	2	163	92457	92618	4.02e-69	267.0	96.296	99	137733	163	0.9938650306748468	0
108_R	CP075030.1	1	138	57167	57304	3.3399999999999996e-54	217.0	94.928	100	301781	138	1.0	0
52_R	CP075030.1	1	631	57305	57935	0.0	972.0	94.453	100	301781	631	1.0	0
26_R	CP075030.1	1989	9897	59955	67863	0.0	12877.0	96.056	39	301781	20492	0.3859554948272496	0
